"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"model"	"Num_samples"	"R2"
"(Intercept)"	0.188548119995844	-0.521346971952404	0.914289879036774	0.602883692602662	"Logistic regression"	"Log odds ratio"	"model2"	93	0.000421842408399569
"Sex"	0.0082155314018934	-0.871918519443233	0.880794494509512	0.985259539764239	"Logistic regression"	"Log odds ratio"	"model2"	93	0.000421842408399569
"SCZ_PRS"	0.0363690408639515	-0.383144648918704	0.458750491767628	0.864034919015767	"Logistic regression"	"Log odds ratio"	"model2"	93	0.000421842408399569
