"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"model"	"Num_samples"	"R2"
"(Intercept)"	0.0760576974409317	-0.684759303368709	0.844245360770287	0.843572817749701	"Logistic regression"	"Log odds ratio"	"model3"	82	0.000507482316631034
"Sex"	-0.0401103064801748	-0.970238931677559	0.885475095170424	0.932068274972295	"Logistic regression"	"Log odds ratio"	"model3"	82	0.000507482316631034
"SCZ_PRS"	-0.0394392546829596	-0.537971849439756	0.455392116417067	0.874978206793572	"Logistic regression"	"Log odds ratio"	"model3"	82	0.000507482316631034
