"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"model"	"Num_samples"	"R2"
"(Intercept)"	-0.143525341619259	-0.933551300089335	0.631813113565653	0.715934667837071	"Logistic regression"	"Log odds ratio"	"model2"	84	0.00697822399044244
"Sex"	-0.209983349671838	-1.14887525028753	0.733307224120686	0.659760023553594	"Logistic regression"	"Log odds ratio"	"model2"	84	0.00697822399044244
"STRs_exonic"	0.120680898744404	-0.337004666237844	0.583516546930128	0.602809036985591	"Logistic regression"	"Log odds ratio"	"model2"	84	0.00697822399044244
