"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"model"	"Num_samples"	"R2"
"(Intercept)"	0.0921711160687245	-0.701689253141639	0.895122024053325	0.818734568202291	"Logistic regression"	"Log odds ratio"	"model2"	83	0.0185679435143683
"Sex"	0.251086235678308	-0.703359205049608	1.20372459897514	0.603310859876611	"Logistic regression"	"Log odds ratio"	"model2"	83	0.0185679435143683
"genes_dup"	0.2103045850753	-0.224707334255461	0.760471156105927	0.38112062377749	"Logistic regression"	"Log odds ratio"	"model2"	83	0.0185679435143683
