"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.611714220993182	-1.56590011619609	0.342471674209727	0.205504217887395	"Linear regression"	"Beta coefficient"	78	0.0165907323051218
"Sex"	0.349710322554043	-0.178734544071939	0.878155189180024	0.191409022745051	"Linear regression"	"Beta coefficient"	78	0.0165907323051218
"`Genes DEL`"	0.166739869739974	-0.0621696474794673	0.395649386959416	0.150931368483407	"Linear regression"	"Beta coefficient"	78	0.0165907323051218
