"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	0.317742689399247	-0.597685659936569	1.23317103873506	0.478361102155199	"Linear regression"	"Beta coefficient"	24	-0.045043927648579
"Sex"	-0.423656919198997	-1.4983702510635	0.651056412665512	0.421541550852265	"Linear regression"	"Beta coefficient"	24	-0.045043927648579
"`DELs LOEUF<0.35`"	-0.191344690800854	-0.666718198668405	0.284028817066697	0.411975839998489	"Linear regression"	"Beta coefficient"	24	-0.045043927648579
