"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	0.300406621629472	-0.65673992757347	1.25755317083241	0.534980860288685	"Linear regression"	"Beta coefficient"	105	-0.0103040154260023
"Sex"	-0.181581838207201	-0.696439056234021	0.333275379819619	0.485802671399412	"Linear regression"	"Beta coefficient"	105	-0.0103040154260023
"`STRs exonic LOEUF<0.35`"	-0.0741656273243736	-0.27138801000115	0.123056755352403	0.45744645563466	"Linear regression"	"Beta coefficient"	105	-0.0103040154260023
