"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	0.0666658923074875	-0.895862334586314	1.02919411920129	0.886570256598614	"Linear regression"	"Beta coefficient"	23	-0.0602968935140387
"Sex"	-0.0882780897535176	-1.17639158843476	0.999835408927726	0.867313214118842	"Linear regression"	"Beta coefficient"	23	-0.0602968935140387
"`Genes DEL`"	0.18025465890933	-0.269535568957938	0.630044886776599	0.413056253914591	"Linear regression"	"Beta coefficient"	23	-0.0602968935140387
