"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.330910925694125	-1.25820320017198	0.596381348783727	0.479072984589532	"Linear regression"	"Beta coefficient"	74	0.0216994473407952
"Sex"	0.21200522485323	-0.300939599478439	0.724950049184898	0.412633166950916	"Linear regression"	"Beta coefficient"	74	0.0216994473407952
"Rare_Deleterious_SNVs"	-0.179398754307437	-0.400975218699726	0.0421777100848512	0.110878568786157	"Linear regression"	"Beta coefficient"	74	0.0216994473407952
