"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.559598601139764	-1.54386106000985	0.424663857730318	0.260989395304977	"Linear regression"	"Beta coefficient"	78	0.0181799819397817
"Sex"	0.319068872164378	-0.226778349483594	0.864916093812349	0.247927960348366	"Linear regression"	"Beta coefficient"	78	0.0181799819397817
"`DELs LOEUF<0.35`"	0.056189562404221	-0.180096883584571	0.292476008393013	0.637070487446273	"Linear regression"	"Beta coefficient"	78	0.0181799819397817
