"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.0623319228713027	-1.05478022251095	0.930116376768345	0.900766161955228	"Linear regression"	"Beta coefficient"	78	-0.0248381567343814
"Sex"	0.0358486015486735	-0.514538281650598	0.586235484747945	0.897109605261474	"Linear regression"	"Beta coefficient"	78	-0.0248381567343814
"`DELs LOEUF<0.35`"	0.0435172623433088	-0.194734313175153	0.28176883786177	0.716984369221496	"Linear regression"	"Beta coefficient"	78	-0.0248381567343814
