"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.279408446363896	-1.29578015195363	0.736963259225841	0.583680176281186	"Linear regression"	"Beta coefficient"	57	0.0710627466222615
"Sex"	0.151990809031953	-0.412077862101025	0.71605948016493	0.59114588728579	"Linear regression"	"Beta coefficient"	57	0.0710627466222615
"SCZ_PRS"	0.226952069040174	-0.00532643027784666	0.459230568358195	0.0552925996117572	"Linear regression"	"Beta coefficient"	57	0.0710627466222615
"All_rare_del_var"	0.0591724042106925	-0.198034713131084	0.316379521552469	0.646373582038242	"Linear regression"	"Beta coefficient"	57	0.0710627466222615
