"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.0597050885247461	-0.953503725939463	0.834093548889971	0.890839572174176	"Linear regression"	"Beta coefficient"	24	0.01122982149026
"Sex"	0.0796067846996614	-0.956394691717009	1.11560826111633	0.874566927356189	"Linear regression"	"Beta coefficient"	24	0.01122982149026
"`DUPs LOEUF<0.35`"	-0.106267048649688	-0.564517301436394	0.351983204137018	0.63461176684653	"Linear regression"	"Beta coefficient"	24	0.01122982149026
