"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.190449258659554	-1.42031587827149	1.03941736095238	0.746960722689465	"Linear regression"	"Beta coefficient"	19	0.0540062841303536
"Sex"	0.0819744808139155	-1.3399667631428	1.50391572477063	0.904253044507026	"Linear regression"	"Beta coefficient"	19	0.0540062841303536
"`STRs exonic`"	0.246403616394258	-0.335710079112343	0.828517311900859	0.38284299852482	"Linear regression"	"Beta coefficient"	19	0.0540062841303536
