"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.091178500489203	-1.15299367208193	0.97063667110352	0.859643676205587	"Linear regression"	"Beta coefficient"	23	-0.0282338283191474
"Sex"	0.110373974276404	-1.05885004925311	1.27959799780592	0.845882480021198	"Linear regression"	"Beta coefficient"	23	-0.0282338283191474
"`Genes DEL`"	-0.256037030879022	-0.709173762390431	0.197099700632387	0.252375680502517	"Linear regression"	"Beta coefficient"	23	-0.0282338283191474
