"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.0331433442276013	-1.14922216952158	1.08293548106638	0.950583515411343	"Linear regression"	"Beta coefficient"	19	0.0224026689327416
"Sex"	0.0496015117378825	-1.21081755534383	1.3100205788196	0.93454842487626	"Linear regression"	"Beta coefficient"	19	0.0224026689327416
"`Genes DEL`"	-0.137039849571898	-0.616873187888313	0.342793488744516	0.553376715249052	"Linear regression"	"Beta coefficient"	19	0.0224026689327416
