"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	0.0639728173001393	-1.01428199491336	1.14222762951364	0.902740544760118	"Linear regression"	"Beta coefficient"	23	0.0296519838036772
"Sex"	-0.0774407788370111	-1.26394255184771	1.10906099417369	0.893066174793369	"Linear regression"	"Beta coefficient"	23	0.0296519838036772
"`Genes DUP`"	-0.168371216272736	-0.628203998130545	0.291461565585073	0.453908604053342	"Linear regression"	"Beta coefficient"	23	0.0296519838036772
