"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	0.268353561933271	-0.483572679675301	1.02027980354184	0.479567733519315	"Linear regression"	"Beta coefficient"	82	-0.0194626696632689
"Sex"	-0.151600291686615	-0.610864851125425	0.307664267752194	0.513068110944431	"Linear regression"	"Beta coefficient"	82	-0.0194626696632689
"SCZ_PRS"	-0.0297131600253125	-0.258200746227189	0.198774426176563	0.796429105467468	"Linear regression"	"Beta coefficient"	82	-0.0194626696632689
