"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	0.644577226788236	-0.975634521700221	2.26478897527669	0.418968202224133	"Linear regression"	"Beta coefficient"	26	-0.0562737501296711
"Sex"	-0.363535281322965	-1.30771786710246	0.580647304456529	0.433893459501479	"Linear regression"	"Beta coefficient"	26	-0.0562737501296711
"`Genes DEL`"	-0.074790484608829	-0.692842083257503	0.543261114039844	0.8045558921061	"Linear regression"	"Beta coefficient"	26	-0.0562737501296711
