"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.486862782775773	-1.19640189789254	0.22267633234099	0.155025982028417	"Linear regression"	"Beta coefficient"	12	-0.0887390670553938
"Sex"	0.577727717612055	-0.670284825296008	1.82574026052012	0.322317880505865	"Linear regression"	"Beta coefficient"	12	-0.0887390670553938
"`DELs LOEUF<0.35`"	0.03873498425206	-0.575743914417788	0.653213882921908	0.889747581901795	"Linear regression"	"Beta coefficient"	12	-0.0887390670553938
