"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	1.56703059438708	-0.241128866602624	3.37519005537679	0.0858737657212905	"Linear regression"	"Beta coefficient"	24	0.0603189191076668
"Sex"	-0.934121450285364	-1.98253920326543	0.1142963026947	0.078003222339961	"Linear regression"	"Beta coefficient"	24	0.0603189191076668
"`Genes DEL`"	0.00187903627900022	-0.656356917800432	0.660114990358433	0.995319357949495	"Linear regression"	"Beta coefficient"	24	0.0603189191076668
