"Variable"	"Log Odds Ratio"	"2.5% C.I."	"97.5% C.I."	"P-value"	"Test"	"metric"	"Num_samples"	"R2"
"(Intercept)"	-0.57949926496837	-1.75457377267808	0.59557524274134	0.318255516197098	"Linear regression"	"Beta coefficient"	26	-0.0542285889238605
"Sex"	0.251113254352431	-0.448779068111515	0.951005576816377	0.465472702799821	"Linear regression"	"Beta coefficient"	26	-0.0542285889238605
"`DELs LOEUF<0.35`"	-0.0642264024942113	-0.784971489456617	0.656518684468194	0.85536211320847	"Linear regression"	"Beta coefficient"	26	-0.0542285889238605
